search_alph,too_many_math,zero_math
PETERZ,False,False
PETER',False,True
PETROA,False,True
PETROB,False,True
PETROC,False,False
PETROD,False,True
PETROE,False,True
PETROF,False,False
PETROG,False,False
PETROH,False,True
PETROI,False,True
PETROJ,False,True
PETROK,False,True
PETROL,False,False
PETROM,False,True
PETRON,False,False
PETROO,False,True
PETROP,False,False
PETROQ,False,True
PETROR,False,True
PETROS,False,False
PETROT,False,False
PETROU,False,False
PETROV,False,False
PETROW,False,False
PETROX,False,True
PETROY,False,True
PETROZ,False,True
PETRO',False,True
PHILLA,False,True
PHILLB,False,True
PHILLC,False,True
PHILLD,False,True
PHILLE,False,True
PHILLF,False,True
PHILLG,False,True
PHILLH,False,True
PHILLI,True,False
PHILLJ,False,True
PHILLK,False,True
PHILLL,False,True
PHILLM,False,True
PHILLN,False,True
PHILLO,False,True
PHILLP,False,True
PHILLQ,False,True
PHILLR,False,True
PHILLS,False,True
PHILLT,False,True
PHILLU,False,True
PHILLV,False,True
PHILLW,False,True
PHILLX,False,True
PHILLY,False,True
PHILLZ,False,True
PHILL',False,True
REICHA,False,False
REICHB,False,True
REICHC,False,True
REICHD,False,True
REICHE,False,False
REICHF,False,True
REICHG,False,True
REICHH,False,False
REICHI,False,False
REICHJ,False,True
REICHK,False,True
REICHL,False,False
REICHM,False,False
REICHN,False,True
REICHO,False,True
REICHP,False,True
REICHQ,False,True
REICHR,False,True
REICHS,False,False
REICHT,False,True
REICHU,False,True
REICHV,False,True
REICHW,False,False
REICHX,False,True
REICHY,False,True
REICHZ,False,True
REICH',False,True
RICHAA,False,True
RICHAB,False,True
RICHAC,False,True
RICHAD,False,True
RICHAE,False,True
RICHAF,False,True
RICHAG,False,True
RICHAH,False,True
RICHAI,False,True
RICHAJ,False,True
RICHAK,False,True
RICHAL,False,True
RICHAM,False,True
RICHAN,False,True
RICHAO,False,True
RICHAP,False,True
RICHAQ,False,True
RICHAR,True,False
RICHAS,False,True
RICHAT,False,True
RICHAU,False,True
RICHAV,False,True
RICHAW,False,True
RICHAX,False,True
RICHAY,False,True
RICHAZ,False,True
RICHA',False,True
RICHTA,False,False
RICHTB,False,True
RICHTC,False,True
RICHTD,False,True
RICHTE,False,False
RICHTF,False,True
RICHTG,False,True
RICHTH,False,False
RICHTI,False,True
RICHTJ,False,True
RICHTK,False,True
RICHTL,False,True
RICHTM,False,False
RICHTN,False,True
RICHTO,False,True
RICHTP,False,True
RICHTQ,False,True
RICHTR,False,True
RICHTS,False,False
RICHTT,False,True
RICHTU,False,True
RICHTV,False,True
RICHTW,False,True
RICHTX,False,True
RICHTY,False,True
RICHTZ,False,True
RICHT',False,True
ROBERA,False,True
ROBERB,False,True
ROBERC,False,True
ROBERD,False,True
ROBERE,False,True
ROBERF,False,True
ROBERG,False,False
ROBERH,False,True
ROBERI,False,True
ROBERJ,False,True
ROBERK,False,True
ROBERL,False,True
ROBERM,False,True
ROBERN,False,True
ROBERO,False,True
ROBERP,False,True
ROBERQ,False,True
ROBERR,False,True
ROBERS,False,False
ROBERT,True,False
ROBERU,False,True
ROBERV,False,True
ROBERW,False,True
ROBERX,False,True
ROBERY,False,True
ROBERZ,False,True
ROBER',False,True
ROBINA,False,True
ROBINB,False,True
ROBINC,False,True
ROBIND,False,True
ROBINE,False,False
ROBINF,False,True
ROBING,False,True
ROBINH,False,True
ROBINI,False,True
ROBINJ,False,True
ROBINK,False,True
ROBINL,False,True
ROBINM,False,True
ROBINN,False,True
ROBINO,False,True
ROBINP,False,True
ROBINQ,False,True
ROBINR,False,True
ROBINS,True,False
ROBINT,False,True
ROBINU,False,True
ROBINV,False,True
ROBINW,False,True
ROBINX,False,True
ROBINY,False,True
ROBINZ,False,True
ROBIN',False,True
RODRIA,False,False
RODRIB,False,True
RODRIC,False,True
RODRID,False,True
RODRIE,False,True
RODRIF,False,True
RODRIG,True,False
RODRIH,False,True
RODRII,False,True
RODRIJ,False,True
RODRIK,False,False
RODRIL,False,True
RODRIM,False,True
RODRIN,False,True
RODRIO,False,True
RODRIP,False,True
RODRIQ,False,False
RODRIR,False,True
RODRIS,False,True
RODRIT,False,True
RODRIU,False,True
RODRIV,False,True
RODRIW,False,True
RODRIX,False,True
RODRIY,False,True
RODRIZ,False,True
RODRI',False,True
ROSENA,False,False
ROSENB,True,False
ROSENC,False,False
ROSEND,False,False
ROSENE,False,True
ROSENF,False,False
ROSENG,False,False
ROSENH,False,False
ROSENI,False,True
ROSENJ,False,True
ROSENK,False,False
ROSENL,False,False
ROSENM,False,False
ROSENN,False,True
ROSENO,False,True
ROSENP,False,True
ROSENQ,False,False
ROSENR,False,True
ROSENS,False,False
ROSENT,False,False
ROSENU,False,True
ROSENV,False,True
ROSENW,False,False
ROSENX,False,True
ROSENY,False,True
ROSENZ,False,False
ROSEN',False,True
ROSSEA,False,True
ROSSEB,False,False
ROSSEC,False,False
ROSSED,False,True
ROSSEE,False,False
ROSSEF,False,False
ROSSEG,False,False
ROSSEH,False,False
ROSSEI,False,True
ROSSEJ,False,True
ROSSEK,False,True
ROSSEL,False,False
ROSSEM,False,False
ROSSEN,True,False
ROSSEO,False,True
ROSSEP,False,True
ROSSEQ,False,True
ROSSER,False,False
ROSSES,False,False
ROSSET,False,False
ROSSEU,False,True
ROSSEV,False,False
ROSSEW,False,True
ROSSEX,False,True
ROSSEY,False,True
ROSSEZ,False,True
ROSSE',False,True
ROSSSA,False,False
ROSSSB,False,False
ROSSSC,False,True
ROSSSD,False,True
ROSSSE,False,False
ROSSSF,False,True
ROSSSG,False,True
ROSSSH,False,True
ROSSSI,False,False
ROSSSJ,False,True
ROSSSK,False,False
ROSSSL,False,False
ROSSSM,False,False
ROSSSN,False,False
ROSSSO,False,False
ROSSSP,False,True
ROSSSQ,False,True
ROSSSR,False,True
ROSSSS,True,False
ROSSST,False,True
ROSSSU,False,True
ROSSSV,False,True
ROSSSW,False,True
ROSSSX,False,True
ROSSSY,False,True
ROSSSZ,False,True
ROSSS',False,True
RUSSSA,False,False
RUSSSB,False,True
RUSSSC,False,True
RUSSSD,False,True
RUSSSE,False,False
RUSSSF,False,True
RUSSSG,False,True
RUSSSH,False,True
RUSSSI,False,False
RUSSSJ,False,True
RUSSSK,False,False
RUSSSL,False,False
RUSSSM,False,False
RUSSSN,False,True
RUSSSO,False,False
RUSSSP,False,True
RUSSSQ,False,True
RUSSSR,False,True
RUSSSS,True,False
RUSSST,False,True
RUSSSU,False,False
RUSSSV,False,True
RUSSSW,False,True
RUSSSX,False,True
RUSSSY,False,True
RUSSSZ,False,True
RUSSS',False,True
SANCHA,False,True
SANCHB,False,True
SANCHC,False,True
SANCHD,False,True
SANCHE,True,False
SANCHF,False,True
SANCHG,False,True
SANCHH,False,True
SANCHI,False,False
SANCHJ,False,True
SANCHK,False,True
SANCHL,False,True
SANCHM,False,True
SANCHN,False,True
SANCHO,False,False
SANCHP,False,True
SANCHQ,False,True
SANCHR,False,True
SANCHS,False,True
SANCHT,False,True
SANCHU,False,True
SANCHV,False,True
SANCHW,False,True
SANCHX,False,True
SANCHY,False,True
SANCHZ,False,True
SANCH',False,True
SANDEA,False,True
SANDEB,False,True
SANDEC,False,True
SANDED,False,True
SANDEE,False,False
SANDEF,False,False
SANDEG,False,True
SANDEH,False,True
SANDEI,False,True
SANDEJ,False,True
SANDEK,False,True
SANDEL,False,False
SANDEM,False,True
SANDEN,False,True
SANDEO,False,True
SANDEP,False,True
SANDEQ,False,True
SANDER,True,False
SANDES,False,True
SANDET,False,True
SANDEU,False,True
SANDEV,False,False
SANDEW,False,False
SANDEX,False,True
SANDEY,False,True
SANDEZ,False,True
SANDE',False,True
SANTOA,False,True
SANTOB,False,True
SANTOC,False,False
SANTOD,False,True
SANTOE,False,True
SANTOF,False,True
SANTOG,False,True
SANTOH,False,True
SANTOI,False,True
SANTOJ,False,True
SANTOK,False,True
SANTOL,False,False
SANTOM,False,False
SANTON,False,False
SANTOO,False,True
SANTOP,False,False
SANTOQ,False,True
SANTOR,False,False
SANTOS,False,False
SANTOT,False,True
SANTOU,False,True
SANTOV,False,True
SANTOW,False,True
SANTOX,False,True
SANTOY,False,True
SANTOZ,False,True
SANTO',False,True
SCHAEA,False,True
SCHAEB,False,False
SCHAEC,False,False
SCHAED,False,False
SCHAEE,False,True
SCHAEF,True,False
SCHAEG,False,False
SCHAEH,False,True
SCHAEI,False,True
SCHAEJ,False,True
SCHAEK,False,True
SCHAEL,False,False
SCHAEM,False,True
SCHAEN,False,True
SCHAEO,False,True
SCHAEP,False,False
SCHAEQ,False,True
SCHAER,False,False
SCHAES,False,True
SCHAET,False,False
SCHAEU,False,False
SCHAEV,False,True
SCHAEW,False,True
SCHAEX,False,True
SCHAEY,False,True
SCHAEZ,False,True
SCHAE',False,True
SCHAFA,False,False
SCHAFB,False,True
SCHAFC,False,True
SCHAFD,False,True
SCHAFE,False,False
SCHAFF,False,False
SCHAFG,False,False
SCHAFH,False,False
SCHAFI,False,True
SCHAFJ,False,True
SCHAFK,False,False
SCHAFL,False,True
SCHAFM,False,False
SCHAFN,False,True
SCHAFO,False,True
SCHAFP,False,True
SCHAFQ,False,True
SCHAFR,False,False
SCHAFS,False,False
SCHAFT,False,True
SCHAFU,False,True
SCHAFV,False,True
SCHAFW,False,True
SCHAFX,False,True
SCHAFY,False,True
SCHAFZ,False,True
SCHAF',False,True
SCHMIA,False,True
SCHMIB,False,True
SCHMIC,False,False
SCHMID,True,False
SCHMIE,False,False
SCHMIF,False,True
SCHMIG,False,True
SCHMIH,False,True
SCHMII,False,True
SCHMIJ,False,True
SCHMIK,False,True
SCHMIL,False,True
SCHMIM,False,True
SCHMIN,False,False
SCHMIO,False,True
SCHMIP,False,True
SCHMIQ,False,True
SCHMIR,False,True
SCHMIS,False,False
SCHMIT,True,False
SCHMIU,False,True
SCHMIV,False,True
SCHMIW,False,True
SCHMIX,False,True
SCHMIY,False,True
SCHMIZ,False,True
SCHMI',False,True
SCHNEA,False,True
SCHNEB,False,True
SCHNEC,False,False
SCHNED,False,True
SCHNEE,False,False
SCHNEF,False,True
SCHNEG,False,True
SCHNEH,False,True
SCHNEI,True,False
SCHNEJ,False,True
SCHNEK,False,False
SCHNEL,False,False
SCHNEM,False,True
SCHNEN,False,True
SCHNEO,False,True
SCHNEP,False,False
SCHNEQ,False,True
SCHNER,False,False
SCHNES,False,True
SCHNET,False,True
SCHNEU,False,False
SCHNEV,False,True
SCHNEW,False,True
SCHNEX,False,True
SCHNEY,False,False
SCHNEZ,False,True
SCHNE',False,True
SCHOEA,False,True
SCHOEB,False,False
SCHOEC,False,False
SCHOED,False,False
SCHOEE,False,True
SCHOEF,False,False
SCHOEG,False,True
SCHOEH,False,True
SCHOEI,False,True
SCHOEJ,False,True
SCHOEK,False,True
SCHOEL,False,False
SCHOEM,False,False
SCHOEN,True,False
SCHOEO,False,True
SCHOEP,False,False
SCHOEQ,False,True
SCHOER,False,False
SCHOES,False,True
SCHOET,False,False
SCHOEU,False,True
SCHOEV,False,True
SCHOEW,False,True
SCHOEX,False,True
SCHOEY,False,True
SCHOEZ,False,True
SCHOE',False,True
SCHROA,False,True
SCHROB,False,True
SCHROC,False,False
SCHROD,False,False
SCHROE,True,False
SCHROF,False,False
SCHROG,False,True
SCHROH,False,False
SCHROI,False,True
SCHROJ,False,True
SCHROK,False,True
SCHROL,False,False
SCHROM,False,True
SCHRON,False,True
SCHROO,False,True
SCHROP,False,False
SCHROQ,False,True
SCHROR,False,True
SCHROS,False,True
SCHROT,False,False
SCHROU,False,True
SCHROV,False,False
SCHROW,False,True
SCHROX,False,True
SCHROY,False,True
SCHROZ,False,True
SCHRO',False,True
SCHUEA,False,True
SCHUEB,False,False
SCHUEC,False,False
SCHUED,False,True
SCHUEE,False,True
SCHUEF,False,False
SCHUEG,False,True
SCHUEH,False,False
SCHUEI,False,True
SCHUEJ,False,True
SCHUEK,False,True
SCHUEL,False,False
SCHUEM,False,False
SCHUEN,False,False
SCHUEO,False,True
SCHUEP,False,False
SCHUEQ,False,True
SCHUER,False,False
SCHUES,False,False
SCHUET,False,False
SCHUEU,False,False
SCHUEV,False,True
SCHUEW,False,True
SCHUEX,False,True
SCHUEY,False,True
SCHUEZ,False,True
SCHUE',False,True
SCHULA,False,True
SCHULB,False,True
SCHULC,False,True
SCHULD,False,False
SCHULE,False,False
SCHULF,False,True
SCHULG,False,False
SCHULH,False,False
SCHULI,False,False
SCHULJ,False,True
SCHULK,False,False
SCHULL,False,False
SCHULM,False,False
SCHULN,False,True
SCHULO,False,True
SCHULP,False,True
SCHULQ,False,True
SCHULR,False,True
SCHULS,False,False
SCHULT,True,False
SCHULU,False,True
SCHULV,False,True
SCHULW,False,True
SCHULX,False,True
SCHULY,False,True
SCHULZ,True,False
SCHUL',False,True
SCHWAA,False,False
SCHWAB,False,False
SCHWAC,False,False
SCHWAD,False,True
SCHWAE,False,False
SCHWAF,False,True
SCHWAG,False,False
SCHWAH,False,False
SCHWAI,False,False
SCHWAJ,False,True
SCHWAK,False,True
SCHWAL,False,False
SCHWAM,False,True
SCHWAN,False,False
SCHWAO,False,True
SCHWAP,False,True
SCHWAQ,False,True
SCHWAR,True,False
SCHWAS,False,False
SCHWAT,False,False
SCHWAU,False,True
SCHWAV,False,True
SCHWAW,False,True
SCHWAX,False,True
SCHWAY,False,True
SCHWAZ,False,True
SCHWA',False,True
SCHWEA,False,True
SCHWEB,False,False
SCHWEC,False,True
SCHWED,False,False
SCHWEE,False,False
SCHWEF,False,False
SCHWEG,False,False
SCHWEH,False,True
SCHWEI,False,False
SCHWEJ,False,True
SCHWEK,False,True
SCHWEL,False,False
SCHWEM,False,False
SCHWEN,False,False
SCHWEO,False,True
SCHWEP,False,False
SCHWEQ,False,True
SCHWER,False,False
SCHWES,False,True
SCHWET,False,False
SCHWEU,False,True
SCHWEV,False,True
SCHWEW,False,True
SCHWEX,False,True
SCHWEY,False,True
SCHWEZ,False,True
SCHWE',False,True
SCOTTA,False,True
SCOTTB,False,True
SCOTTC,False,True
SCOTTD,False,True
SCOTTE,False,True
SCOTTF,False,True
SCOTTG,False,True
SCOTTH,False,True
SCOTTI,False,False
SCOTTJ,False,True
SCOTTK,False,True
SCOTTL,False,True
SCOTTM,False,True
SCOTTN,False,True
SCOTTO,False,False
SCOTTP,False,True
SCOTTQ,False,True
SCOTTR,False,True
SCOTTS,False,True
SCOTTT,False,True
SCOTTU,False,True
SCOTTV,False,True
SCOTTW,False,True
SCOTTX,False,True
SCOTTY,False,True
SCOTTZ,False,True
SCOTT',False,True
SHARMA,True,False
SHARMB,False,True
SHARMC,False,True
SHARMD,False,True
SHARME,False,True
SHARMF,False,True
SHARMG,False,True
SHARMH,False,True
SHARMI,False,False
SHARMJ,False,True
SHARMK,False,True
SHARML,False,True
SHARMM,False,True
SHARMN,False,True
SHARMO,False,True
SHARMP,False,True
SHARMQ,False,True
SHARMR,False,True
SHARMS,False,True
SHARMT,False,True
SHARMU,False,True
SHARMV,False,True
SHARMW,False,True
SHARMX,False,True
SHARMY,False,True
SHARMZ,False,True
SHARM',False,True
SILVAA,False,True
SILVAB,False,True
SILVAC,False,True
SILVAD,False,True
SILVAE,False,True
SILVAF,False,True
SILVAG,False,True
SILVAH,False,True
SILVAI,False,True
SILVAJ,False,True
SILVAK,False,True
SILVAL,False,True
SILVAM,False,True
SILVAN,False,False
SILVAO,False,True
SILVAP,False,False
SILVAQ,False,True
SILVAR,False,True
SILVAS,False,True
SILVAT,False,True
SILVAU,False,True
SILVAV,False,True
SILVAW,False,True
SILVAX,False,True
SILVAY,False,True
SILVAZ,False,True
SILVA',False,True
SIMONA,False,False
SIMONB,False,True
SIMONC,False,False
SIMOND,False,False
SIMONE,False,False
SIMONF,False,True
SIMONG,False,True
SIMONH,False,True
SIMONI,False,False
SIMONJ,False,True
SIMONK,False,True
SIMONL,False,True
SIMONM,False,True
SIMONN,False,False
SIMONO,False,False
SIMONP,False,True
SIMONQ,False,True
SIMONR,False,True
SIMONS,False,False
SIMONT,False,True
SIMONU,False,True
SIMONV,False,True
SIMONW,False,True
SIMONX,False,True
SIMONY,False,False
SIMONZ,False,True
SIMON',False,True
SINGHA,False,False
SINGHB,False,True
SINGHC,False,True
SINGHD,False,True
SINGHE,False,True
SINGHF,False,True
SINGHG,False,True
SINGHH,False,True
SINGHI,False,False
SINGHJ,False,True
SINGHK,False,True
SINGHL,False,True
SINGHM,False,True
SINGHN,False,True
SINGHO,False,False
SINGHP,False,True
SINGHQ,False,True
SINGHR,False,True
SINGHS,False,True
SINGHT,False,True
SINGHU,False,True
SINGHV,False,True
SINGHW,False,True
SINGHX,False,True
SINGHY,False,True
SINGHZ,False,True
SINGH',False,True
SMITHA,False,True
SMITHB,False,True
SMITHC,False,True
SMITHD,False,False
SMITHE,False,True
SMITHF,False,True
SMITHG,False,True
SMITHH,False,True
SMITHI,False,False
SMITHJ,False,True
SMITHK,False,True
SMITHL,False,False
SMITHM,False,True
SMITHN,False,True
SMITHO,False,True
SMITHP,False,True
SMITHQ,False,True
SMITHR,False,True
SMITHS,False,False
SMITHT,False,True
SMITHU,False,True
SMITHV,False,True
SMITHW,False,True
SMITHX,False,True
SMITHY,False,True
SMITHZ,False,True
SMITH',False,True
SSALAA,False,True
SSALAB,False,True
SSALAC,False,False
SSALAD,False,False
SSALAE,False,False
SSALAF,False,False
SSALAG,False,False
SSALAH,False,False
SSALAI,False,True
SSALAJ,False,False
SSALAK,False,False
SSALAL,False,True
SSALAM,False,False
SSALAN,False,False
SSALAO,False,True
SSALAP,False,False
SSALAQ,False,True
SSALAR,False,False
SSALAS,False,False
SSALAT,False,False
SSALAU,False,False
SSALAV,False,False
SSALAW,False,True
SSALAX,False,True
SSALAY,False,False
SSALAZ,False,False
SSALA',False,True
SSANCA,False,False
SSANCB,False,True
SSANCC,False,True
SSANCD,False,True
SSANCE,False,True
SSANCF,False,True
SSANCG,False,True
SSANCH,True,False
SSANCI,False,False
SSANCJ,False,True
SSANCK,False,True
SSANCL,False,True
SSANCM,False,True
SSANCN,False,True
SSANCO,False,True
SSANCP,False,True
SSANCQ,False,True
SSANCR,False,True
SSANCS,False,True
SSANCT,False,False
SSANCU,False,True
SSANCV,False,True
SSANCW,False,True
SSANCX,False,True
SSANCY,False,True
SSANCZ,False,True
SSANC',False,True
SSANDA,False,False
SSANDB,False,False
SSANDC,False,True
SSANDD,False,True
SSANDE,True,False
SSANDF,False,False
SSANDG,False,False
SSANDH,False,False
SSANDI,False,False
SSANDJ,False,False
SSANDK,False,False
SSANDL,False,False
SSANDM,False,False
SSANDN,False,True
SSANDO,False,False
SSANDP,False,True
SSANDQ,False,False
SSANDR,False,False
SSANDS,False,False
SSANDT,False,True
SSANDU,False,False
SSANDV,False,False
SSANDW,False,True
SSANDX,False,True
SSANDY,False,False
SSANDZ,False,True
SSAND',False,True
SSANTA,False,False
SSANTB,False,True
SSANTC,False,True
SSANTD,False,True
SSANTE,False,False
SSANTF,False,True
SSANTG,False,True
SSANTH,False,False
SSANTI,False,False
SSANTJ,False,True
SSANTK,False,True
SSANTL,False,True
SSANTM,False,False
SSANTN,False,False
SSANTO,True,False
SSANTP,False,True
SSANTQ,False,True
SSANTR,False,False
SSANTS,False,True
SSANTT,False,True
SSANTU,False,False
SSANTV,False,False
SSANTW,False,True
SSANTX,False,True
SSANTY,False,True
SSANTZ,False,True
SSANT',False,False
SSCHAA,False,False
SSCHAB,False,False
SSCHAC,False,False
SSCHAD,False,False
SSCHAE,True,False
SSCHAF,True,False
SSCHAG,False,False
SSCHAH,False,True
SSCHAI,False,False
SSCHAJ,False,True
SSCHAK,False,False
SSCHAL,False,False
SSCHAM,False,False
SSCHAN,False,False
SSCHAO,False,True
SSCHAP,False,False
SSCHAQ,False,True
SSCHAR,False,False
SSCHAS,False,True
SSCHAT,False,False
SSCHAU,False,False
SSCHAV,False,False
SSCHAW,False,False
SSCHAX,False,True
SSCHAY,False,False
SSCHAZ,False,True
SSCHA',False,True
SSCHEA,False,False
SSCHEB,False,False
SSCHEC,False,False
SSCHED,False,False
SSCHEE,False,False
SSCHEF,False,False
SSCHEG,False,False
SSCHEH,False,True
SSCHEI,False,False
SSCHEJ,False,False
SSCHEK,False,False
SSCHEL,False,False
SSCHEM,False,False
SSCHEN,False,False
SSCHEO,False,True
SSCHEP,False,False
SSCHEQ,False,True
SSCHER,False,False
SSCHES,False,False
SSCHET,False,False
SSCHEU,False,False
SSCHEV,False,False
SSCHEW,False,False
SSCHEX,False,True
SSCHEY,False,True
SSCHEZ,False,True
SSCHE',False,True
SSCHIA,False,False
SSCHIB,False,True
SSCHIC,False,False
SSCHID,False,True
SSCHIE,False,False
SSCHIF,False,False
SSCHIG,False,True
SSCHIH,False,True
SSCHII,False,True
SSCHIJ,False,True
SSCHIK,False,False
SSCHIL,False,False
SSCHIM,False,False
SSCHIN,False,False
SSCHIO,False,False
SSCHIP,False,False
SSCHIQ,False,True
SSCHIR,False,False
SSCHIS,False,False
SSCHIT,False,False
SSCHIU,False,True
SSCHIV,False,False
SSCHIW,False,False
SSCHIX,False,True
SSCHIY,False,True
SSCHIZ,False,False
SSCHI',False,True
SSCHLA,False,False
SSCHLB,False,True
SSCHLC,False,True
SSCHLD,False,True
SSCHLE,False,False
SSCHLF,False,True
SSCHLG,False,True
SSCHLH,False,True
SSCHLI,False,False
SSCHLJ,False,True
SSCHLK,False,True
SSCHLL,False,True
SSCHLM,False,True
SSCHLN,False,True
SSCHLO,False,False
SSCHLP,False,True
SSCHLQ,False,True
SSCHLR,False,True
SSCHLS,False,True
SSCHLT,False,True
SSCHLU,False,False
SSCHLV,False,True
SSCHLW,False,True
SSCHLX,False,True
SSCHLY,False,True
SSCHLZ,False,True
SSCHL',False,True
SSCHMA,False,False
SSCHMB,False,True
SSCHMC,False,True
SSCHMD,False,True
SSCHME,False,False
SSCHMF,False,True
SSCHMG,False,True
SSCHMH,False,True
SSCHMI,True,False
SSCHMJ,False,True
SSCHMK,False,True
SSCHML,False,True
SSCHMM,False,True
SSCHMN,False,True
SSCHMO,False,False
SSCHMP,False,True
SSCHMQ,False,True
SSCHMR,False,True
SSCHMS,False,True
SSCHMT,False,True
SSCHMU,False,False
SSCHMV,False,True
SSCHMW,False,True
SSCHMX,False,True
SSCHMY,False,True
SSCHMZ,False,True
SSCHM',False,True
SSCHNA,False,False
SSCHNB,False,True
SSCHNC,False,True
SSCHND,False,True
SSCHNE,True,False
SSCHNF,False,True
SSCHNG,False,True
SSCHNH,False,True
SSCHNI,False,False
SSCHNJ,False,True
SSCHNK,False,True
SSCHNL,False,True
SSCHNM,False,True
SSCHNN,False,True
SSCHNO,False,False
SSCHNP,False,True
SSCHNQ,False,True
SSCHNR,False,True
SSCHNS,False,True
SSCHNT,False,True
SSCHNU,False,False
SSCHNV,False,True
SSCHNW,False,True
SSCHNX,False,True
SSCHNY,False,False
SSCHNZ,False,True
SSCHN',False,True
SSCHOA,False,False
SSCHOB,False,False
SSCHOC,False,False
SSCHOD,False,False
SSCHOE,True,False
SSCHOF,False,False
SSCHOG,False,False
SSCHOH,False,False
SSCHOI,False,False
SSCHOJ,False,True
SSCHOK,False,False
SSCHOL,False,False
SSCHOM,False,False
SSCHON,False,False
SSCHOO,False,False
SSCHOP,False,False
SSCHOQ,False,True
SSCHOR,False,False
SSCHOS,False,False
SSCHOT,False,False
SSCHOU,False,False
SSCHOV,False,False
SSCHOW,False,False
SSCHOX,False,True
SSCHOY,False,False
SSCHOZ,False,True
SSCHO',False,True
SSCHRA,False,False
SSCHRB,False,True
SSCHRC,False,True
SSCHRD,False,True
SSCHRE,False,False
SSCHRF,False,True
SSCHRG,False,True
SSCHRH,False,True
SSCHRI,False,False
SSCHRJ,False,True
SSCHRK,False,True
SSCHRL,False,True
SSCHRM,False,True
SSCHRN,False,True
SSCHRO,True,False
SSCHRP,False,True
SSCHRQ,False,True
SSCHRR,False,True
SSCHRS,False,True
SSCHRT,False,True
SSCHRU,False,False
SSCHRV,False,True
SSCHRW,False,True
SSCHRX,False,True
SSCHRY,False,False
SSCHRZ,False,True
SSCHR',False,True
SSCHUA,False,True
SSCHUB,False,False
SSCHUC,False,False
SSCHUD,False,False
SSCHUE,True,False
SSCHUF,False,False
SSCHUG,False,False
SSCHUH,False,False
SSCHUI,False,False
SSCHUJ,False,True
SSCHUK,False,False
SSCHUL,True,False
SSCHUM,False,False
SSCHUN,False,False
SSCHUO,False,False
SSCHUP,False,False
SSCHUQ,False,True
SSCHUR,False,False
SSCHUS,False,False
SSCHUT,False,False
SSCHUU,False,False
SSCHUV,False,True
SSCHUW,False,True
SSCHUX,False,True
SSCHUY,False,False
SSCHUZ,False,True
SSCHU',False,True
SSCHWA,True,False
SSCHWB,False,True
SSCHWC,False,True
SSCHWD,False,True
SSCHWE,True,False
SSCHWF,False,True
SSCHWG,False,True
SSCHWH,False,True
SSCHWI,False,False
SSCHWJ,False,True
SSCHWK,False,True
SSCHWL,False,True
SSCHWM,False,True
SSCHWN,False,True
SSCHWO,False,False
SSCHWP,False,True
SSCHWQ,False,True
SSCHWR,False,True
SSCHWS,False,True
SSCHWT,False,True
SSCHWU,False,True
SSCHWV,False,True
SSCHWW,False,True
SSCHWX,False,True
SSCHWY,False,False
SSCHWZ,False,True
SSCHW',False,True
SSCOTA,False,True
SSCOTB,False,True
SSCOTC,False,False
SSCOTD,False,True
SSCOTE,False,True
SSCOTF,False,True
SSCOTG,False,True
SSCOTH,False,True
SSCOTI,False,True
SSCOTJ,False,True
SSCOTK,False,True
SSCOTL,False,True
SSCOTM,False,True
SSCOTN,False,True
SSCOTO,False,True
SSCOTP,False,True
SSCOTQ,False,True
SSCOTR,False,True
SSCOTS,False,True
SSCOTT,True,False
SSCOTU,False,True
SSCOTV,False,True
SSCOTW,False,True
SSCOTX,False,True
SSCOTY,False,True
SSCOTZ,False,True
SSCOT',False,True
SSHAHA,False,False
SSHAHB,False,False
SSHAHC,False,True
SSHAHD,False,True
SSHAHE,False,False
SSHAHF,False,True
SSHAHG,False,False
SSHAHH,False,True
SSHAHI,False,False
SSHAHJ,False,True
SSHAHK,False,True
SSHAHL,False,True
SSHAHM,False,False
SSHAHN,False,False
SSHAHO,False,False
SSHAHP,False,False
SSHAHQ,False,True
SSHAHR,False,False
SSHAHS,False,False
SSHAHT,False,True
SSHAHU,False,False
SSHAHV,False,False
SSHAHW,False,False
SSHAHX,False,True
SSHAHY,False,True
SSHAHZ,False,False
SSHAH',False,True
SSHANA,False,False
SSHANB,False,False
SSHANC,False,True
SSHAND,False,False
SSHANE,False,False
SSHANF,False,True
SSHANG,False,False
SSHANH,False,False
SSHANI,False,False
SSHANJ,False,True
SSHANK,False,False
SSHANL,False,True
SSHANM,False,False
SSHANN,False,False
SSHANO,False,False
SSHANP,False,True
SSHANQ,False,True
SSHANR,False,True
SSHANS,False,True
SSHANT,False,False
SSHANU,False,False
SSHANV,False,True
SSHANW,False,True
SSHANX,False,True
SSHANY,False,True
SSHANZ,False,True
SSHAN',False,True
SSHAPA,False,True
SSHAPB,False,True
SSHAPC,False,False
SSHAPD,False,True
SSHAPE,False,False
SSHAPF,False,True
SSHAPG,False,True
SSHAPH,False,True
SSHAPI,False,False
SSHAPJ,False,True
SSHAPK,False,True
SSHAPL,False,False
SSHAPM,False,True
SSHAPN,False,True
SSHAPO,False,False
SSHAPP,False,True
SSHAPQ,False,True
SSHAPR,False,False
SSHAPS,False,True
SSHAPT,False,True
SSHAPU,False,True
SSHAPV,False,True
SSHAPW,False,True
SSHAPX,False,True
SSHAPY,False,True
SSHAPZ,False,True
SSHAP',False,True
SSHARA,False,False
SSHARB,False,True
SSHARC,False,True
SSHARD,False,False
SSHARE,False,False
